7/10/2016	02:28.3	45.8421	183.3683
7/10/2016	02:28.4	45.7978	183.1910
7/10/2016	02:28.5	45.7534	183.0137
7/10/2016	02:28.6	45.7091	182.8362
7/10/2016	02:28.6	45.6647	182.6588
7/10/2016	02:28.7	45.6203	182.4812
7/10/2016	02:28.8	45.5759	182.3036
7/10/2016	02:28.9	45.5315	182.1260
7/10/2016	02:29.0	45.4871	181.9483
7/10/2016	02:29.1	45.4426	181.7705
7/10/2016	02:29.2	45.3982	181.5927
7/10/2016	02:29.2	45.3537	181.4148
7/10/2016	02:29.3	45.3092	181.2368
7/10/2016	02:29.4	45.2647	181.0588
7/10/2016	02:29.5	45.2202	180.8808
7/10/2016	02:29.6	45.1757	180.7027
7/10/2016	02:29.7	45.1311	180.5245
7/10/2016	02:29.8	45.0866	180.3463
7/10/2016	02:29.8	45.0420	180.1680
7/10/2016	02:29.9	44.9974	179.9897
7/10/2016	02:30.0	44.9528	179.8113
7/10/2016	02:30.1	44.9082	179.6329
7/10/2016	02:30.2	44.8636	179.4544
7/10/2016	02:30.3	44.8190	179.2759
7/10/2016	02:30.4	44.7743	179.0973
7/10/2016	02:30.5	44.7297	178.9187
7/10/2016	02:30.5	44.6850	178.7400
7/10/2016	02:30.6	44.6403	178.5613
7/10/2016	02:30.7	44.5956	178.3825
7/10/2016	02:30.8	44.5509	178.2037
7/10/2016	02:30.9	44.5062	178.0249
7/10/2016	02:31.0	44.4615	177.8460
7/10/2016	02:31.1	44.4168	177.6670
7/10/2016	02:31.1	44.3720	177.4880
7/10/2016	02:31.2	44.3273	177.3090
7/10/2016	02:31.3	44.2825	177.1299
7/10/2016	02:31.4	44.2377	176.9508
7/10/2016	02:31.5	44.1929	176.7717
7/10/2016	02:31.6	44.1481	176.5925
7/10/2016	02:31.7	44.1033	176.4132
7/10/2016	02:31.8	44.0585	176.2340
7/10/2016	02:31.8	44.0137	176.0547
7/10/2016	02:31.9	43.9688	175.8753
7/10/2016	02:32.0	43.9240	175.6959
7/10/2016	02:32.1	43.8791	175.5165
7/10/2016	02:32.2	43.8343	175.3371
7/10/2016	02:32.3	43.7894	175.1576
7/10/2016	02:32.4	43.7445	174.9780
7/10/2016	02:32.4	43.6996	174.7985
7/10/2016	02:32.5	43.6547	174.6189
7/10/2016	02:32.6	43.6098	174.4393
7/10/2016	02:32.7	43.5649	174.2596
7/10/2016	02:32.8	43.5200	174.0799
7/10/2016	02:32.9	43.4751	173.9002
7/10/2016	02:33.0	43.4301	173.7205
7/10/2016	02:33.0	43.3852	173.5407
7/10/2016	02:33.1	43.3402	173.3609
7/10/2016	02:33.2	43.2953	173.1810
7/10/2016	02:33.3	43.2503	173.0012
7/10/2016	02:33.4	43.2053	172.8213
7/10/2016	02:33.5	43.1603	172.6414
7/10/2016	02:33.6	43.1154	172.4614
7/10/2016	02:33.7	43.0704	172.2815
7/10/2016	02:33.7	43.0254	172.1015
7/10/2016	02:33.8	42.9804	171.9215
7/10/2016	02:33.9	42.9354	171.7415
7/10/2016	02:34.0	42.8903	171.5614
7/10/2016	02:34.1	42.8453	171.3813
7/10/2016	02:34.2	42.8003	171.2012
7/10/2016	02:34.3	42.7553	171.0211
7/10/2016	02:34.3	42.7102	170.8410
7/10/2016	02:34.4	42.6652	170.6608
7/10/2016	02:34.5	42.6202	170.4806
7/10/2016	02:34.6	42.5751	170.3005
7/10/2016	02:34.7	42.5301	170.1202
7/10/2016	02:34.8	42.4850	169.9400
7/10/2016	02:34.9	42.4399	169.7598
7/10/2016	02:34.9	42.3949	169.5795
7/10/2016	02:35.0	42.3498	169.3993
7/10/2016	02:35.1	42.3047	169.2190
7/10/2016	02:35.2	42.2597	169.0387
7/10/2016	02:35.3	42.2146	168.8584
7/10/2016	02:35.4	42.1695	168.6780
7/10/2016	02:35.5	42.1244	168.4977
7/10/2016	02:35.6	42.0793	168.3174
7/10/2016	02:35.6	42.0343	168.1370
7/10/2016	02:35.7	41.9892	167.9567
7/10/2016	02:35.8	41.9441	167.7763
7/10/2016	02:35.9	41.8990	167.5959
7/10/2016	02:36.0	41.8539	167.4155
7/10/2016	02:36.1	41.8088	167.2351
7/10/2016	02:36.2	41.7637	167.0547
7/10/2016	02:36.2	41.7186	166.8743
7/10/2016	02:36.3	41.6735	166.6939
7/10/2016	02:36.4	41.6284	166.5135
7/10/2016	02:36.5	41.5833	166.3331
7/10/2016	02:36.6	41.5382	166.1527
7/10/2016	02:36.7	41.4931	165.9723
7/10/2016	02:36.8	41.4480	165.7919
7/10/2016	02:36.8	41.4029	165.6114
7/10/2016	02:36.9	41.3578	165.4310
7/10/2016	02:37.0	41.3127	165.2506
7/10/2016	02:37.1	41.2675	165.0702
7/10/2016	02:37.2	41.2224	164.8898
7/10/2016	02:37.3	41.1773	164.7094
7/10/2016	02:37.4	41.1322	164.5289
7/10/2016	02:37.5	41.0871	164.3485
7/10/2016	02:37.5	41.0420	164.1681
7/10/2016	02:37.6	40.9969	163.9877
7/10/2016	02:37.7	40.9518	163.8073
7/10/2016	02:37.8	40.9067	163.6270
7/10/2016	02:37.9	40.8616	163.4466
7/10/2016	02:38.0	40.8166	163.2662
7/10/2016	02:38.1	40.7715	163.0859
7/10/2016	02:38.1	40.7264	162.9055
7/10/2016	02:38.2	40.6813	162.7252
7/10/2016	02:38.3	40.6362	162.5448
7/10/2016	02:38.4	40.5911	162.3645
7/10/2016	02:38.5	40.5460	162.1842
7/10/2016	02:38.6	40.5010	162.0039
7/10/2016	02:38.7	40.4559	161.8236
7/10/2016	02:38.7	40.4108	161.6433
7/10/2016	02:38.8	40.3658	161.4631
7/10/2016	02:38.9	40.3207	161.2828
7/10/2016	02:39.0	40.2757	161.1026
7/10/2016	02:39.1	40.2306	160.9224
7/10/2016	02:39.2	40.1856	160.7422
7/10/2016	02:39.3	40.1405	160.5620
7/10/2016	02:39.4	40.0955	160.3819
7/10/2016	02:39.4	40.0504	160.2017
7/10/2016	02:39.5	40.0054	160.0216
7/10/2016	02:39.6	39.9604	159.8415
7/10/2016	02:39.7	39.9154	159.6614
7/10/2016	02:39.8	39.8703	159.4814
7/10/2016	02:39.9	39.8253	159.3013
7/10/2016	02:40.0	39.7803	159.1213
7/10/2016	02:40.0	39.7353	158.9413
7/10/2016	02:40.1	39.6903	158.7614
7/10/2016	02:40.2	39.6454	158.5814
7/10/2016	02:40.3	39.6004	158.4015
7/10/2016	02:40.4	39.5554	158.2216
7/10/2016	02:40.5	39.5104	158.0417
7/10/2016	02:40.6	39.4655	157.8619
7/10/2016	02:40.6	39.4205	157.6821
7/10/2016	02:40.7	39.3756	157.5023
7/10/2016	02:40.8	39.3306	157.3226
7/10/2016	02:40.9	39.2857	157.1428
7/10/2016	02:41.0	39.2408	156.9631
7/10/2016	02:41.1	39.1959	156.7835
7/10/2016	02:41.2	39.1510	156.6038
7/10/2016	02:41.3	39.1061	156.4242
7/10/2016	02:41.3	39.0612	156.2447
7/10/2016	02:41.4	39.0163	156.0651
7/10/2016	02:41.5	38.9714	155.8857
7/10/2016	02:41.6	38.9265	155.7062
7/10/2016	02:41.7	38.8817	155.5268
7/10/2016	02:41.8	38.8368	155.3474
7/10/2016	02:41.9	38.7920	155.1680
7/10/2016	02:41.9	38.7472	154.9887
7/10/2016	02:42.0	38.7024	154.8094
7/10/2016	02:42.1	38.6575	154.6302
7/10/2016	02:42.2	38.6127	154.4510
7/10/2016	02:42.3	38.5680	154.2718
7/10/2016	02:42.4	38.5232	154.0927
7/10/2016	02:42.5	38.4784	153.9136
7/10/2016	02:42.6	38.4336	153.7346
7/10/2016	02:42.6	38.3889	153.5556
7/10/2016	02:42.7	38.3442	153.3766
7/10/2016	02:42.8	38.2994	153.1977
7/10/2016	02:42.9	38.2547	153.0189
7/10/2016	02:43.0	38.2100	152.8401
7/10/2016	02:43.1	38.1653	152.6613
7/10/2016	02:43.2	38.1206	152.4826
7/10/2016	02:43.2	38.0760	152.3039
7/10/2016	02:43.3	38.0313	152.1253
7/10/2016	02:43.4	37.9867	151.9467
7/10/2016	02:43.5	37.9420	151.7681
7/10/2016	02:43.6	37.8974	151.5897
7/10/2016	02:43.7	37.8528	151.4112
7/10/2016	02:43.8	37.8082	151.2329
7/10/2016	02:43.8	37.7636	151.0545
7/10/2016	02:43.9	37.7191	150.8762
7/10/2016	02:44.0	37.6745	150.6980
7/10/2016	02:44.1	37.6300	150.5199
7/10/2016	02:44.2	37.5854	150.3417
7/10/2016	02:44.3	37.5409	150.1637
7/10/2016	02:44.4	37.4964	149.9857
7/10/2016	02:44.5	37.4519	149.8077
7/10/2016	02:44.5	37.4075	149.6298
7/10/2016	02:44.6	37.3630	149.4520
7/10/2016	02:44.7	37.3186	149.2742
7/10/2016	02:44.8	37.2741	149.0965
7/10/2016	02:44.9	37.2297	148.9188
7/10/2016	02:45.0	37.1853	148.7412
7/10/2016	02:45.1	37.1409	148.5637
7/10/2016	02:45.1	37.0966	148.3862
7/10/2016	02:45.2	37.0522	148.2088
7/10/2016	02:45.3	37.0079	148.0314
7/10/2016	02:45.4	36.9635	147.8541
7/10/2016	02:45.5	36.9192	147.6769
7/10/2016	02:45.6	36.8749	147.4998
7/10/2016	02:45.7	36.8307	147.3227
7/10/2016	02:45.7	36.7864	147.1456
7/10/2016	02:45.8	36.7422	146.9687
7/10/2016	02:45.9	36.6979	146.7918
7/10/2016	02:46.0	36.6537	146.6149
7/10/2016	02:46.1	36.6095	146.4382
7/10/2016	02:46.2	36.5654	146.2615
7/10/2016	02:46.3	36.5212	146.0848
7/10/2016	02:46.4	36.4771	145.9083
7/10/2016	02:46.4	36.4329	145.7318
7/10/2016	02:46.5	36.3888	145.5554
7/10/2016	02:46.6	36.3448	145.3790
7/10/2016	02:46.7	36.3007	145.2028
7/10/2016	02:46.8	36.2566	145.0266
7/10/2016	02:46.9	36.2126	144.8505
7/10/2016	02:47.0	36.1686	144.6744
7/10/2016	02:47.0	36.1246	144.4984
7/10/2016	02:47.1	36.0806	144.3225
7/10/2016	02:47.2	36.0367	144.1467
7/10/2016	02:47.3	35.9927	143.9710
7/10/2016	02:47.4	35.9488	143.7953
7/10/2016	02:47.5	35.9049	143.6197
7/10/2016	02:47.6	35.8611	143.4442
7/10/2016	02:47.6	35.8172	143.2688
7/10/2016	02:47.7	35.7734	143.0934
7/10/2016	02:47.8	35.7295	142.9182
7/10/2016	02:47.9	35.6857	142.7430
7/10/2016	02:48.0	35.6420	142.5679
7/10/2016	02:48.1	35.5982	142.3929
7/10/2016	02:48.2	35.5545	142.2179
7/10/2016	02:48.3	35.5108	142.0431
7/10/2016	02:48.3	35.4671	141.8683
7/10/2016	02:48.4	35.4234	141.6936
7/10/2016	02:48.5	35.3798	141.5190
7/10/2016	02:48.6	35.3361	141.3445
7/10/2016	02:48.7	35.2925	141.1701
7/10/2016	02:48.8	35.2489	140.9957
7/10/2016	02:48.9	35.2054	140.8215
7/10/2016	02:48.9	35.1618	140.6473
7/10/2016	02:49.0	35.1183	140.4733
7/10/2016	02:49.1	35.0748	140.2993
7/10/2016	02:49.2	35.0313	140.1254
7/10/2016	02:49.3	34.9879	139.9516
7/10/2016	02:49.4	34.9445	139.7779
7/10/2016	02:49.5	34.9011	139.6043
7/10/2016	02:49.5	34.8577	139.4308
7/10/2016	02:49.6	34.8143	139.2573
7/10/2016	02:49.7	34.7710	139.0840
7/10/2016	02:49.8	34.7277	138.9108
7/10/2016	02:49.9	34.6844	138.7376
7/10/2016	02:50.0	34.6411	138.5646
7/10/2016	02:50.1	34.5979	138.3916
7/10/2016	02:50.2	34.5547	138.2188
7/10/2016	02:50.2	34.5115	138.0460
7/10/2016	02:50.3	34.4683	137.8734
7/10/2016	02:50.4	34.4252	137.7008
7/10/2016	02:50.5	34.3821	137.5284
7/10/2016	02:50.6	34.3390	137.3560
7/10/2016	02:50.7	34.2959	137.1838
7/10/2016	02:50.8	34.2529	137.0116
7/10/2016	02:50.8	34.2099	136.8396
7/10/2016	02:50.9	34.1669	136.6676
7/10/2016	02:51.0	34.1239	136.4958
7/10/2016	02:51.1	34.0810	136.3240
7/10/2016	02:51.2	34.0381	136.1524
7/10/2016	02:51.3	33.9952	135.9809
7/10/2016	02:51.4	33.9524	135.8095
7/10/2016	02:51.4	33.9095	135.6382
7/10/2016	02:51.5	33.8667	135.4670
7/10/2016	02:51.6	33.8240	135.2959
7/10/2016	02:51.7	33.7812	135.1249
7/10/2016	02:51.8	33.7385	134.9540
7/10/2016	02:51.9	33.6958	134.7832
7/10/2016	02:52.0	33.6531	134.6126
7/10/2016	02:52.1	33.6105	134.4420
7/10/2016	02:52.1	33.5679	134.2716
7/10/2016	02:52.2	33.5253	134.1013
7/10/2016	02:52.3	33.4828	133.9311
7/10/2016	02:52.4	33.4402	133.7610
7/10/2016	02:52.5	33.3977	133.5910
7/10/2016	02:52.6	33.3553	133.4211
7/10/2016	02:52.7	33.3128	133.2514
7/10/2016	02:52.7	33.2704	133.0817
7/10/2016	02:52.8	33.2281	132.9122
7/10/2016	02:52.9	33.1857	132.7428
7/10/2016	02:53.0	33.1434	132.5735
7/10/2016	02:53.1	33.1011	132.4044
7/10/2016	02:53.2	33.0588	132.2353
7/10/2016	02:53.3	33.0166	132.0664
7/10/2016	02:53.4	32.9744	131.8976
7/10/2016	02:53.4	32.9322	131.7289
7/10/2016	02:53.5	32.8901	131.5603
7/10/2016	02:53.6	32.8480	131.3919
7/10/2016	02:53.7	32.8059	131.2236
7/10/2016	02:53.8	32.7638	131.0554
7/10/2016	02:53.9	32.7218	130.8873
7/10/2016	02:54.0	32.6798	130.7194
7/10/2016	02:54.0	32.6379	130.5515
7/10/2016	02:54.1	32.5960	130.3838
7/10/2016	02:54.2	32.5541	130.2163
7/10/2016	02:54.3	32.5122	130.0488
7/10/2016	02:54.4	32.4704	129.8815
7/10/2016	02:54.5	32.4286	129.7143
7/10/2016	02:54.6	32.3868	129.5472
7/10/2016	02:54.6	32.3451	129.3803
7/10/2016	02:54.7	32.3034	129.2135
7/10/2016	02:54.8	32.2617	129.0468
7/10/2016	02:54.9	32.2201	128.8803
7/10/2016	02:55.0	32.1785	128.7139
7/10/2016	02:55.1	32.1369	128.5476
7/10/2016	02:55.2	32.0954	128.3815
7/10/2016	02:55.3	32.0539	128.2155
7/10/2016	02:55.3	32.0124	128.0496
7/10/2016	02:55.4	31.9710	127.8838
7/10/2016	02:55.5	31.9296	127.7182
7/10/2016	02:55.6	31.8882	127.5528
7/10/2016	02:55.7	31.8469	127.3874
7/10/2016	02:55.8	31.8056	127.2222
7/10/2016	02:55.9	31.7643	127.0572
7/10/2016	02:55.9	31.7231	126.8922
7/10/2016	02:56.0	31.6819	126.7275
7/10/2016	02:56.1	31.6407	126.5628
7/10/2016	02:56.2	31.5996	126.3983
7/10/2016	02:56.3	31.5585	126.2339
7/10/2016	02:56.4	31.5174	126.0697
7/10/2016	02:56.5	31.4764	125.9056
7/10/2016	02:56.5	31.4354	125.7417
7/10/2016	02:56.6	31.3945	125.5779
7/10/2016	02:56.7	31.3536	125.4142
7/10/2016	02:56.8	31.3127	125.2507
7/10/2016	02:56.9	31.2718	125.0874
7/10/2016	02:57.0	31.2310	124.9241
7/10/2016	02:57.1	31.1903	124.7611
7/10/2016	02:57.2	31.1495	124.5981
7/10/2016	02:57.2	31.1088	124.4353
7/10/2016	02:57.3	31.0682	124.2727
7/10/2016	02:57.4	31.0276	124.1102
7/10/2016	02:57.5	30.9870	123.9479
7/10/2016	02:57.6	30.9464	123.7857
7/10/2016	02:57.7	30.9059	123.6236
7/10/2016	02:57.8	30.8654	123.4618
7/10/2016	02:57.8	30.8250	123.3000
7/10/2016	02:57.9	30.7846	123.1384
7/10/2016	02:58.0	30.7442	122.9770
7/10/2016	02:58.1	30.7039	122.8157
7/10/2016	02:58.2	30.6636	122.6546
7/10/2016	02:58.3	30.6234	122.4936
7/10/2016	02:58.4	30.5832	122.3328
7/10/2016	02:58.4	30.5430	122.1721
7/10/2016	02:58.5	30.5029	122.0116
7/10/2016	02:58.6	30.4628	121.8512
7/10/2016	02:58.7	30.4228	121.6910
7/10/2016	02:58.8	30.3827	121.5310
7/10/2016	02:58.9	30.3428	121.3711
7/10/2016	02:59.0	30.3028	121.2114
7/10/2016	02:59.1	30.2629	121.0518
7/10/2016	02:59.1	30.2231	120.8924
7/10/2016	02:59.2	30.1833	120.7331
7/10/2016	02:59.3	30.1435	120.5740
7/10/2016	02:59.4	30.1038	120.4151
7/10/2016	02:59.5	30.0641	120.2563
7/10/2016	02:59.6	30.0244	120.0977
7/10/2016	02:59.7	29.9848	119.9393
7/10/2016	02:59.7	29.9452	119.7810
7/10/2016	02:59.8	29.9057	119.6229
7/10/2016	02:59.9	29.8662	119.4649
7/10/2016	03:00.0	29.8268	119.3071
7/10/2016	03:00.1	29.7874	119.1495
7/10/2016	03:00.2	29.7480	118.9920
7/10/2016	03:00.3	29.7087	118.8347
7/10/2016	03:00.3	29.6694	118.6776
7/10/2016	03:00.4	29.6302	118.5207
7/10/2016	03:00.5	29.5910	118.3639
7/10/2016	03:00.6	29.5518	118.2073
7/10/2016	03:00.7	29.5127	118.0508
7/10/2016	03:00.8	29.4736	117.8945
7/10/2016	03:00.9	29.4346	117.7384
7/10/2016	03:01.0	29.3956	117.5825
7/10/2016	03:01.0	29.3567	117.4267
7/10/2016	03:01.1	29.3178	117.2711
7/10/2016	03:01.2	29.2789	117.1157
7/10/2016	03:01.3	29.2401	116.9604
7/10/2016	03:01.4	29.2013	116.8053
7/10/2016	03:01.5	29.1626	116.6504
7/10/2016	03:01.6	29.1239	116.4957
7/10/2016	03:01.6	29.0853	116.3412
7/10/2016	03:01.7	29.0467	116.1868
7/10/2016	03:01.8	29.0081	116.0326
7/10/2016	03:01.9	28.9696	115.8785
7/10/2016	03:02.0	28.9312	115.7247
7/10/2016	03:02.1	28.8928	115.5710
7/10/2016	03:02.2	28.8544	115.4175
7/10/2016	03:02.2	28.8161	115.2642
7/10/2016	03:02.3	28.7778	115.1111
7/10/2016	03:02.4	28.7395	114.9581
7/10/2016	03:02.5	28.7013	114.8054
7/10/2016	03:02.6	28.6632	114.6528
7/10/2016	03:02.7	28.6251	114.5004
7/10/2016	03:02.8	28.5870	114.3481
7/10/2016	03:02.9	28.5490	114.1961
7/10/2016	03:02.9	28.5111	114.0442
7/10/2016	03:03.0	28.4731	113.8925
7/10/2016	03:03.1	28.4353	113.7410
7/10/2016	03:03.2	28.3974	113.5897
7/10/2016	03:03.3	28.3597	113.4386
7/10/2016	03:03.4	28.3219	113.2877
7/10/2016	03:03.5	28.2842	113.1369
7/10/2016	03:03.5	28.2466	112.9863
7/10/2016	03:03.6	28.2090	112.8360
7/10/2016	03:03.7	28.1714	112.6858
7/10/2016	03:03.8	28.1339	112.5358
7/10/2016	03:03.9	28.0965	112.3860
7/10/2016	03:04.0	28.0591	112.2363
7/10/2016	03:04.1	28.0217	112.0869
7/10/2016	03:04.2	27.9844	111.9377
7/10/2016	03:04.2	27.9472	111.7886
7/10/2016	03:04.3	27.9099	111.6397
7/10/2016	03:04.4	27.8728	111.4911
7/10/2016	03:04.5	27.8356	111.3426
7/10/2016	03:04.6	27.7986	111.1943
7/10/2016	03:04.7	27.7616	111.0462
7/10/2016	03:04.8	27.7246	110.8983
7/10/2016	03:04.8	27.6877	110.7506
7/10/2016	03:04.9	27.6508	110.6031
7/10/2016	03:05.0	27.6140	110.4558
7/10/2016	03:05.1	27.5772	110.3087
7/10/2016	03:05.2	27.5404	110.1618
7/10/2016	03:05.3	27.5038	110.0150
7/10/2016	03:05.4	27.4671	109.8685
7/10/2016	03:05.4	27.4306	109.7222
7/10/2016	03:05.5	27.3940	109.5761
7/10/2016	03:05.6	27.3575	109.4301
7/10/2016	03:05.7	27.3211	109.2844
7/10/2016	03:05.8	27.2847	109.1389
7/10/2016	03:05.9	27.2484	108.9936
7/10/2016	03:06.0	27.2121	108.8484
7/10/2016	03:06.1	27.1759	108.7035
7/10/2016	03:06.1	27.1397	108.5588
7/10/2016	03:06.2	27.1036	108.4143
7/10/2016	03:06.3	27.0675	108.2700
7/10/2016	03:06.4	27.0315	108.1258
7/10/2016	03:06.5	26.9955	107.9819
7/10/2016	03:06.6	26.9596	107.8382
7/10/2016	03:06.7	26.9237	107.6947
7/10/2016	03:06.7	26.8879	107.5514
7/10/2016	03:06.8	26.8521	107.4083
7/10/2016	03:06.9	26.8164	107.2655
7/10/2016	03:07.0	26.7807	107.1228
7/10/2016	03:07.1	26.7451	106.9803
7/10/2016	03:07.2	26.7095	106.8381
7/10/2016	03:07.3	26.6740	106.6960
7/10/2016	03:07.3	26.6385	106.5542
7/10/2016	03:07.4	26.6031	106.4125
7/10/2016	03:07.5	26.5678	106.2711
7/10/2016	03:07.6	26.5325	106.1299
7/10/2016	03:07.7	26.4972	105.9889
7/10/2016	03:07.8	26.4620	105.8481
7/10/2016	03:07.9	26.4269	105.7076
7/10/2016	03:08.0	26.3918	105.5672
7/10/2016	03:08.0	26.3568	105.4270
7/10/2016	03:08.1	26.3218	105.2871
7/10/2016	03:08.2	26.2868	105.1474
7/10/2016	03:08.3	26.2520	105.0079
7/10/2016	03:08.4	26.2171	104.8686
7/10/2016	03:08.5	26.1824	104.7295
7/10/2016	03:08.6	26.1477	104.5906
7/10/2016	03:08.6	26.1130	104.4520
7/10/2016	03:08.7	26.0784	104.3135
7/10/2016	03:08.8	26.0438	104.1753
7/10/2016	03:08.9	26.0093	104.0373
7/10/2016	03:09.0	25.9749	103.8996
7/10/2016	03:09.1	25.9405	103.7620
7/10/2016	03:09.2	25.9062	103.6247
7/10/2016	03:09.2	25.8719	103.4875
7/10/2016	03:09.3	25.8377	103.3506
7/10/2016	03:09.4	25.8035	103.2140
7/10/2016	03:09.5	25.7694	103.0775
7/10/2016	03:09.6	25.7353	102.9413
7/10/2016	03:09.7	25.7013	102.8052
7/10/2016	03:09.8	25.6674	102.6694
7/10/2016	03:09.9	25.6335	102.5339
7/10/2016	03:09.9	25.5996	102.3985
7/10/2016	03:10.0	25.5658	102.2634
7/10/2016	03:10.1	25.5321	102.1285
7/10/2016	03:10.2	25.4985	101.9938
7/10/2016	03:10.3	25.4648	101.8594
7/10/2016	03:10.4	25.4313	101.7251
7/10/2016	03:10.5	25.3978	101.5911
7/10/2016	03:10.5	25.3643	101.4574
7/10/2016	03:10.6	25.3310	101.3238
7/10/2016	03:10.7	25.2976	101.1905
7/10/2016	03:10.8	25.2644	101.0574
7/10/2016	03:10.9	25.2311	100.9245
7/10/2016	03:11.0	25.1980	100.7919
7/10/2016	03:11.1	25.1649	100.6595
7/10/2016	03:11.1	25.1318	100.5273
7/10/2016	03:11.2	25.0988	100.3954
7/10/2016	03:11.3	25.0659	100.2636
7/10/2016	03:11.4	25.0330	100.1322
7/10/2016	03:11.5	25.0002	100.0009
7/10/2016	03:11.6	24.9675	99.8699
7/10/2016	03:11.7	24.9348	99.7391
7/10/2016	03:11.8	24.9021	99.6085
7/10/2016	03:11.8	24.8696	99.4782
7/10/2016	03:11.9	24.8370	99.3481
7/10/2016	03:12.0	24.8046	99.2182
7/10/2016	03:12.1	24.7722	99.0886
7/10/2016	03:12.2	24.7398	98.9592
7/10/2016	03:12.3	24.7075	98.8301
7/10/2016	03:12.4	24.6753	98.7012
7/10/2016	03:12.4	24.6431	98.5725
